gameid,gameeventid,possessioneventid,starttime,endtime,duration,eventtime,sequence,period,teamname,teamattackingdirection,possessioneventtype,passerplayerid,receiverplayerid,passtype,passoutcometype,pressuretype
3846,6596561,6475601,863.530,865.098,1.568,865.098,35,1,England,L,PA,118,,5,2,2
3846,6596578,6475616,871.772,871.772,0.000,871.772,37,1,England,L,PA,47,169,5,1,2
3846,6596588,6475626,875.509,879.746,4.237,879.746,37,1,England,L,PA,169,10,5,1,2
3846,6596594,6475631,881.281,882.683,1.402,882.683,37,1,England,L,PA,10,47,5,1,2
3846,6596616,6475654,888.589,890.457,1.868,890.457,37,1,England,L,PA,10,169,5,1,1
3846,6596624,6475662,892.526,894.862,2.336,894.862,37,1,England,L,PA,169,,1,2,1
3846,6596682,6475723,914.815,916.083,1.268,916.083,39,1,England,L,PA,169,10,5,1,2
3846,6596694,6475737,919.853,919.853,0.000,919.853,39,1,England,L,PA,10,16,5,1,1
3846,6596696,6475738,921.154,921.154,0.000,921.154,39,1,England,L,PA,16,169,5,1,2
3846,6596702,6475743,923.357,924.992,1.635,924.992,39,1,England,L,PA,169,118,5,1,2
3846,6596711,6475750,926.460,931.064,4.604,931.064,39,1,England,L,PA,118,10,5,1,1
3846,6596731,6475770,933.233,943.844,10.611,943.844,39,1,England,L,PA,10,16,5,1,2
3846,6596737,6475775,944.678,945.679,1.001,945.679,39,1,England,L,PA,16,21,5,1,2
3846,6596746,6475783,947.047,947.047,0.000,947.047,39,1,England,L,PA,21,16,5,1,0
3846,6596753,6475790,948.982,950.984,2.002,950.984,39,1,England,L,PA,16,123,5,1,1
3846,6596764,6475801,954.021,956.990,2.969,956.990,39,1,England,L,PA,123,,5,0,2
3846,6596900,6475931,1070.170,1070.170,0.000,1070.170,43,1,England,L,PA,16,4677,1,1,2
3846,6596896,6475927,1071.972,1071.972,0.000,1071.972,43,1,England,L,PA,4677,123,5,1,3
3846,6595670,6474731,1078.779,1078.779,0.000,1078.779,43,1,England,L,PA,136,123,5,1,3
3846,6595674,6474735,1079.813,1081.315,1.502,1081.315,43,1,England,L,PA,123,4677,5,1,2
3846,6595678,6474739,1082.382,1085.018,2.636,1085.018,43,1,England,L,PA,4677,21,5,1,1
3846,6595704,6474767,1107.641,1107.641,0.000,1107.641,44,1,England,L,PA,16,21,5,1,2
3846,6595725,6474786,1111.311,1113.480,2.169,1113.480,46,1,England,L,PA,21,47,5,1,3
3846,6595730,6474790,1114.348,1114.948,0.600,1114.948,46,1,England,L,PA,47,16,5,1,1
3846,6595733,6474794,1116.016,1116.016,0.000,1116.016,46,1,England,L,PA,16,265,5,1,2
3846,6595737,6474797,1117.751,1117.751,0.000,1117.751,46,1,England,L,PA,265,10,5,1,3
3846,6595744,6474805,1119.553,1122.523,2.970,1122.523,46,1,England,L,PA,10,118,5,1,1
3846,6595746,6474806,1123.790,1125.092,1.302,1125.092,46,1,England,L,PA,118,123,5,1,2
3846,6595750,6474810,1127.027,1130.464,3.437,1130.464,46,1,England,L,PA,123,118,5,1,1
3846,6595756,6474816,1132.232,1137.137,4.905,1137.137,46,1,England,L,PA,118,10,5,1,2
3846,6595762,6474822,1138.805,1143.944,5.139,1143.944,46,1,England,L,PA,10,118,5,1,1
3846,6595765,6474825,1145.345,1146.847,1.502,1146.847,46,1,England,L,PA,118,123,5,1,1
3846,6595767,6474827,1148.782,1148.782,0.000,1148.782,46,1,England,L,PA,123,265,5,1,1
3846,6595770,6474830,1150.184,1150.184,0.000,1150.184,46,1,England,L,PA,265,123,5,1,2
3846,6595773,6474833,1151.118,1152.786,1.668,1152.786,46,1,England,L,PA,123,1,1,1,1
3846,6595777,6474839,1154.454,1154.454,0.000,1154.454,46,1,England,L,PA,1,,2,2,3
3846,6595789,6474853,1157.925,1157.925,0.000,1157.925,48,1,England,L,PA,123,1,5,1,3
3846,6595823,6474884,1252.052,1252.052,0.000,1252.052,49,1,England,L,PA,47,265,5,1,2
3846,6595826,6474886,1252.619,1252.619,0.000,1252.619,49,1,England,L,PA,265,123,5,1,2
3846,6595940,6474993,1321.889,1321.889,0.000,1321.889,52,1,England,L,PA,123,,5,2,3
3846,6595961,6475009,1330.230,1331.598,1.368,1331.598,54,1,England,L,PA,10,118,5,1,1
3846,6595965,6475011,1333.467,1334.735,1.268,1334.735,54,1,England,L,PA,118,265,5,1,2
3846,6595971,6475019,1337.237,1337.237,0.000,1337.237,54,1,England,L,PA,265,123,5,1,2
3846,6595974,6475022,1338.772,1340.307,1.535,1340.307,54,1,England,L,PA,123,265,5,1,2
3846,6595981,6475029,1341.542,1343.744,2.202,1343.744,54,1,England,L,PA,265,118,5,1,1
3846,6595990,6475037,1345.078,1346.713,1.635,1346.713,54,1,England,L,PA,118,169,5,1,1
3846,6595994,6475041,1349.183,1350.184,1.001,1350.184,54,1,England,L,PA,169,10,5,1,2
3846,6596003,6475049,1351.552,1352.786,1.234,1352.786,54,1,England,L,PA,10,47,5,1,2
3846,6596008,6475053,1354.188,1354.188,0.000,1354.188,54,1,England,L,PA,47,169,5,1,2
3846,6596019,6475063,1357.124,1359.293,2.169,1359.293,54,1,England,L,PA,169,118,5,1,2
3846,6596031,6475076,1360.694,1361.762,1.068,1361.762,54,1,England,L,PA,118,10,5,1,2
3846,6596039,6475082,1363.797,1363.797,0.000,1363.797,54,1,England,L,PA,10,118,5,1,1
3846,6596045,6475087,1366.233,1367.434,1.201,1367.434,54,1,England,L,PA,118,169,5,1,1
3846,6596055,6475095,1369.236,1374.341,5.105,1374.341,54,1,England,L,PA,169,,1,2,2
3846,6596091,6475131,1381.748,1381.748,0.000,1381.748,56,1,England,L,PA,10,,1,2,3
3846,6596161,6475203,1426.693,1426.693,0.000,1426.693,59,1,England,L,PA,10,118,5,1,2
3846,6596171,6475212,1429.029,1430.464,1.435,1430.464,59,1,England,L,PA,118,123,5,1,2
3846,6596179,6475221,1431.632,1432.933,1.301,1432.933,59,1,England,L,PA,123,136,5,1,1
3846,6596190,6475238,1434.101,1436.670,2.569,1436.670,59,1,England,L,PA,136,265,5,1,3
3846,6596213,6475258,1438.038,1440.908,2.870,1440.908,59,1,England,L,PA,265,21,5,1,2
3846,6596218,6475264,1441.975,1441.975,0.000,1441.975,59,1,England,L,PA,21,16,5,1,3
3846,6596231,6475276,1443.310,1445.479,2.169,1445.479,59,1,England,L,PA,16,47,5,1,2
3846,6596241,6475286,1447.214,1448.248,1.034,1448.248,59,1,England,L,PA,47,16,5,1,2
3846,6596263,6475305,1453.387,1454.454,1.067,1454.454,59,1,England,L,PA,10,118,5,1,1
3846,6596266,6475308,1456.290,1456.290,0.000,1456.290,59,1,England,L,PA,118,265,5,1,1
3846,6596268,6475311,1457.157,1457.157,0.000,1457.157,59,1,England,L,PA,265,123,5,1,3
3846,6596274,6475317,1458.859,1459.927,1.068,1459.927,59,1,England,L,PA,123,265,5,1,1
3846,6596285,6475331,1460.961,1462.229,1.268,1462.229,59,1,England,L,PA,265,123,5,1,1
3846,6596297,6475340,1462.763,1463.397,0.634,1463.397,59,1,England,L,PA,123,265,5,1,1
3846,6596302,6475346,1465.232,1465.232,0.000,1465.232,59,1,England,L,PA,265,136,5,1,3
3846,6596307,6475350,1466.066,1466.066,0.000,1466.066,59,1,England,L,PA,136,123,5,1,1
3846,6596341,6475381,1471.872,1474.842,2.970,1474.842,59,1,England,L,PA,47,16,5,1,2
3846,6596346,6475386,1476.476,1478.312,1.836,1478.312,59,1,England,L,PA,16,265,5,1,1
3846,6596354,6475395,1479.646,1482.449,2.803,1482.449,59,1,England,L,PA,265,47,5,1,1
3846,6596391,6475431,1501.802,1501.802,0.000,1501.802,60,1,England,L,PA,16,47,5,1,2
3846,6596394,6475435,1502.870,1503.337,0.467,1503.337,60,1,England,L,PA,47,16,5,1,3
3846,6596406,6475446,1504.171,1505.506,1.335,1505.506,60,1,England,L,PA,16,47,5,1,1
3846,6596558,6475598,1688.689,1688.689,0.000,1688.689,62,1,England,L,PA,265,16,5,1,2
3846,6596568,6475607,1689.756,1690.490,0.734,1690.490,62,1,England,L,PA,16,21,5,1,2
3846,6596591,6475629,1696.997,1697.698,0.701,1697.698,63,1,England,L,PA,16,21,5,1,1
3846,6596605,6475643,1698.966,1701.668,2.702,1701.668,63,1,England,L,PA,21,47,5,1,1
3846,6596612,6475650,1702.336,1702.336,0.000,1702.336,63,1,England,L,PA,47,21,5,1,0
3846,6596623,6475661,1703.036,1704.838,1.802,1704.838,63,1,England,L,PA,21,16,5,1,1
3846,6596630,6475668,1706.240,1707.307,1.067,1707.307,63,1,England,L,PA,16,21,5,1,1
3846,6596634,6475672,1707.974,1708.041,0.067,1708.041,63,1,England,L,PA,21,47,5,1,2
3846,6596639,6475680,1709.443,1709.443,0.000,1709.443,63,1,England,L,PA,47,16,5,1,1
3846,6596644,6475684,1710.677,1712.012,1.335,1712.012,63,1,England,L,PA,16,10,5,1,0
3846,6596650,6475692,1713.380,1714.982,1.602,1714.982,63,1,England,L,PA,10,118,5,1,1
3846,6596659,6475701,1716.283,1718.252,1.969,1718.252,63,1,England,L,PA,118,123,5,1,1
3846,6596665,6475708,1719.319,1719.319,0.000,1719.319,63,1,England,L,PA,123,136,5,1,1
3846,6596732,6475771,1741.341,1741.341,0.000,1741.341,65,1,England,L,PA,265,123,5,1,3
3846,6596740,6475778,1742.242,1742.643,0.401,1742.643,65,1,England,L,PA,123,,5,0,1
3846,6596757,6475795,1752.052,1752.052,0.000,1752.052,66,1,England,L,PA,123,1,5,1,2
3846,6596767,6475803,1753.353,1753.353,0.000,1753.353,66,1,England,L,PA,1,4677,5,1,3
3846,6596771,6475806,1754.454,1754.454,0.000,1754.454,66,1,England,L,PA,4677,21,5,1,1
3846,6596787,6475820,1757.090,1761.628,4.538,1761.628,66,1,England,L,PA,21,16,5,1,2
3846,6596796,6475836,1763.030,1767.000,3.970,1767.000,66,1,England,L,PA,16,47,5,1,3
3846,6596811,6475844,1767.935,1769.102,1.167,1769.102,66,1,England,L,PA,47,,6,6,1
3846,6596839,6475873,1807.508,1807.508,0.000,1807.508,68,1,England,L,PA,10,21,1,1,3
3846,6596843,6475877,1809.176,1809.176,0.000,1809.176,68,1,England,L,PA,21,,5,2,3
3846,6596904,6476445,1831.198,1831.198,0.000,1831.198,71,1,England,L,PA,118,,1,5,3
3846,6596935,6475967,1848.048,1848.048,0.000,1848.048,73,1,England,L,PA,47,1,5,1,2
3846,6597056,6476091,1893.694,1895.295,1.601,1895.295,76,1,England,L,PA,10,,5,2,3
3846,6597071,6476104,1945.546,1945.546,0.000,1945.546,78,1,England,L,PA,16,10,5,1,2
3846,6597073,6476106,1946.647,1946.647,0.000,1946.647,78,1,England,L,PA,10,16,5,1,2
3846,6597079,6476111,1947.714,1949.082,1.368,1949.082,78,1,England,L,PA,16,118,5,1,2
3846,6597082,6476114,1951.518,1951.518,0.000,1951.518,78,1,England,L,PA,118,10,5,1,2
3846,6597086,6476119,1952.953,1953.754,0.801,1953.754,78,1,England,L,PA,10,16,5,1,1
3846,6597089,6476122,1954.588,1955.622,1.034,1955.622,78,1,England,L,PA,16,10,5,1,1
3846,6597094,6476127,1956.890,1960.227,3.337,1960.227,78,1,England,L,PA,10,47,5,1,1
3846,6597100,6476132,1962.162,1962.162,0.000,1962.162,78,1,England,L,PA,47,,1,2,2
3846,6597157,6476199,1972.206,1973.907,1.701,1973.907,80,1,England,L,PA,16,4677,5,1,3
3846,6597165,6476200,1974.508,1974.508,0.000,1974.508,80,1,England,L,PA,4677,47,5,1,3
3846,6597175,6476210,1975.409,1977.277,1.868,1977.277,80,1,England,L,PA,47,21,5,1,1
3846,6595390,6474454,1978.011,1978.478,0.467,1978.478,80,1,England,L,PA,21,47,5,1,3
3846,6595391,6474455,1979.246,1980.013,0.767,1980.013,80,1,England,L,PA,47,,5,0,1
3846,6595393,6474457,1984.051,1985.986,1.935,1985.986,80,1,England,L,PA,265,118,5,1,1
3846,6595396,6474459,1987.988,1989.056,1.068,1989.056,80,1,England,L,PA,118,123,5,1,2
3846,6595398,6474461,1990.958,1994.795,3.837,1994.795,80,1,England,L,PA,123,4677,5,1,1
3846,6595406,6474469,1999.700,2002.803,3.103,2002.803,82,1,England,L,PA,265,21,5,1,2
3846,6595410,6474473,2003.737,2003.737,0.000,2003.737,82,1,England,L,PA,21,47,5,1,3
3846,6595411,6474474,2004.438,2004.438,0.000,2004.438,82,1,England,L,PA,47,21,5,1,2
3846,6595416,6474479,2007.541,2008.275,0.734,2008.275,82,1,England,L,PA,21,47,5,1,1
3846,6595418,6474482,2009.076,2010.077,1.001,2010.077,82,1,England,L,PA,47,16,5,1,1
3846,6595421,6474486,2011.078,2011.812,0.734,2011.812,82,1,England,L,PA,16,265,5,1,1
3846,6595424,6474489,2012.746,2013.714,0.968,2013.714,82,1,England,L,PA,265,47,5,1,3
3846,6595432,6474498,2014.915,2015.349,0.434,2015.349,82,1,England,L,PA,47,21,5,1,1
3846,6595437,6474502,2017.217,2017.718,0.501,2017.718,82,1,England,L,PA,21,47,5,1,3
3846,6595440,6474505,2018.619,2019.419,0.800,2019.419,82,1,England,L,PA,47,265,5,1,1
3846,6595441,6474506,2020.320,2021.255,0.935,2021.255,82,1,England,L,PA,265,118,5,1,1
3846,6595463,6474531,2060.260,2060.260,0.000,2060.260,84,1,England,L,PA,10,4677,1,1,2
3846,6595466,6474534,2061.595,2061.595,0.000,2061.595,84,1,England,L,PA,4677,136,5,1,3
3846,6595468,6474536,2062.796,2062.796,0.000,2062.796,84,1,England,L,PA,136,,5,2,2
3846,6595479,6474548,2066.200,2066.200,0.000,2066.200,86,1,England,L,PA,265,47,5,1,3
3846,6595481,6474551,2067.434,2067.434,0.000,2067.434,86,1,England,L,PA,47,,4,2,2
3846,6595526,6474597,2096.964,2096.964,0.000,2096.964,88,1,England,L,PA,16,10,5,1,2
3846,6595529,6474599,2098.165,2102.703,4.538,2102.703,88,1,England,L,PA,10,118,5,1,2
3846,6595532,6474602,2105.072,2105.072,0.000,2105.072,88,1,England,L,PA,118,123,5,1,2
3846,6595534,6474604,2107.040,2108.275,1.235,2108.275,88,1,England,L,PA,123,136,5,1,2
3846,6595535,6474605,2109.309,2109.309,0.000,2109.309,88,1,England,L,PA,136,123,5,1,0
3846,6595539,6474609,2110.811,2111.979,1.168,2111.979,88,1,England,L,PA,123,118,5,1,3
3846,6595542,6474612,2113.313,2114.715,1.402,2114.715,88,1,England,L,PA,118,169,5,1,1
3846,6595543,6474613,2116.950,2118.352,1.402,2118.352,88,1,England,L,PA,169,10,5,1,2
3846,6595548,6474618,2120.187,2128.262,8.075,2128.262,88,1,England,L,PA,10,4677,5,1,1
3846,6595549,6474619,2129.129,2129.129,0.000,2129.129,88,1,England,L,PA,4677,265,5,1,0
3846,6595551,6474622,2130.330,2130.330,0.000,2130.330,88,1,England,L,PA,265,118,5,1,2
3846,6595553,6474623,2131.832,2133.233,1.401,2133.233,88,1,England,L,PA,118,123,5,1,3
3846,6595557,6474627,2134.535,2137.771,3.236,2137.771,88,1,England,L,PA,123,136,5,1,1
3846,6595560,6474629,2138.805,2139.473,0.668,2139.473,88,1,England,L,PA,136,,5,2,1
3846,6595567,6474635,2146.013,2146.013,0.000,2146.013,90,1,England,L,PA,21,265,5,1,1
3846,6595571,6474639,2146.680,2147.114,0.434,2147.114,90,1,England,L,PA,265,21,5,1,2
3846,6595574,6474642,2147.881,2150.017,2.136,2150.017,90,1,England,L,PA,21,265,5,1,1
3846,6595577,6474644,2150.784,2151.051,0.267,2151.051,90,1,England,L,PA,265,47,5,1,1
3846,6595579,6474646,2151.485,2151.485,0.000,2151.485,90,1,England,L,PA,47,265,5,1,2
3846,6595581,6474648,2151.985,2153.020,1.035,2153.020,90,1,England,L,PA,265,16,5,1,3
3846,6595612,6474678,2346.246,2346.246,0.000,2346.246,91,1,England,L,PA,16,,1,2,2
3846,6595659,6474720,2386.086,2386.086,0.000,2386.086,93,1,England,L,PA,10,,5,2,3
3846,6595689,6474751,2392.827,2395.896,3.069,2395.896,95,1,England,L,PA,4677,21,5,1,1
3846,6595695,6474757,2397.297,2401.034,3.737,2401.034,95,1,England,L,PA,21,47,5,1,1
3846,6595698,6474761,2402.503,2402.503,0.000,2402.503,95,1,England,L,PA,47,4677,5,1,1
3846,6595700,6474763,2403.237,2403.237,0.000,2403.237,95,1,England,L,PA,4677,16,6,1,3
3846,6595702,6474765,2404.271,2404.738,0.467,2404.738,95,1,England,L,PA,16,4677,5,1,3
3846,6595705,6474774,2405.572,2406.907,1.335,2406.907,95,1,England,L,PA,4677,21,5,1,1
3846,6595754,6474814,2459.126,2459.126,0.000,2459.126,97,1,England,L,PA,123,,5,2,3
3846,6595783,6474846,2471.371,2479.980,8.609,2479.980,99,1,England,L,PA,136,265,5,1,3
3846,6595788,6474851,2480.814,2482.249,1.435,2482.249,99,1,England,L,PA,265,47,5,1,1
3846,6595794,6474858,2483.116,2483.951,0.835,2483.951,99,1,England,L,PA,47,16,5,1,2
3846,6595797,6474861,2485.519,2486.854,1.335,2486.854,99,1,England,L,PA,16,21,5,1,2
3846,6595803,6474865,2488.021,2490.390,2.369,2490.390,99,1,England,L,PA,21,,5,2,1
3846,6595874,6474929,2535.068,2535.068,0.000,2535.068,104,1,England,L,PA,118,10,5,1,3
3846,6595882,6474935,2537.304,2537.304,0.000,2537.304,104,1,England,L,PA,10,47,5,1,0
3846,6595887,6474940,2538.839,2538.839,0.000,2538.839,104,1,England,L,PA,47,16,5,1,2
3846,6595889,6474942,2539.907,2539.907,0.000,2539.907,104,1,England,L,PA,16,10,5,1,2
3846,6595897,6474948,2540.841,2541.842,1.001,2541.842,104,1,England,L,PA,10,16,5,1,1
3846,6595898,6474949,2542.809,2542.809,0.000,2542.809,104,1,England,L,PA,16,,5,2,3
3846,6595909,6476279,2544.477,2546.780,2.303,2546.780,106,1,England,L,PA,47,4677,5,1,3
3846,6595914,6474967,2548.115,2548.115,0.000,2548.115,106,1,England,L,PA,4677,21,5,1,2
3846,6595930,6474981,2552.719,2554.254,1.535,2554.254,106,1,England,L,PA,1,136,5,1,1
3846,6595933,6475012,2555.489,2555.489,0.000,2555.489,106,1,England,L,PA,136,,5,2,1
3846,6595987,6475035,2606.640,2606.640,0.000,2606.640,107,1,England,L,PA,10,,5,2,3
3846,6596005,6475106,2608.408,2608.408,0.000,2608.408,109,1,England,L,PA,136,47,5,1,3
3846,6596017,6475061,2609.843,2609.843,0.000,2609.843,109,1,England,L,PA,47,,4,2,2
3846,6596126,6475165,2654.488,2654.488,0.000,2654.488,111,1,England,L,PA,16,10,5,1,2
3846,6596140,6475179,2656.456,2657.791,1.335,2657.791,111,1,England,L,PA,10,4677,5,1,2
3846,6596147,6475186,2659.092,2659.826,0.734,2659.826,111,1,England,L,PA,4677,123,5,1,1
3846,6596154,6475196,2661.595,2663.297,1.702,2663.297,111,1,England,L,PA,123,136,5,1,2
3846,6596163,6475205,2664.131,2667.701,3.570,2667.701,111,1,England,L,PA,136,118,5,1,1
3846,6596173,6475214,2669.069,2670.370,1.301,2670.370,111,1,England,L,PA,118,10,5,1,1
3846,6596176,6475218,2671.738,2671.738,0.000,2671.738,111,1,England,L,PA,10,169,5,1,2
3846,6596187,6475230,2674.741,2676.276,1.535,2676.276,111,1,England,L,PA,169,10,5,1,2
3846,6596198,6475241,2678.011,2682.115,4.104,2682.115,111,1,England,L,PA,10,118,5,1,2
3846,6596203,6475247,2684.551,2685.419,0.868,2685.419,111,1,England,L,PA,118,123,5,1,2
3846,6596215,6475260,2686.820,2689.323,2.503,2689.323,111,1,England,L,PA,123,136,5,1,1
3846,6596219,6475265,2690.290,2690.290,0.000,2690.290,111,1,England,L,PA,136,123,5,1,3
3846,6596226,6475272,2691.391,2692.626,1.235,2692.626,111,1,England,L,PA,123,118,5,1,3
3846,6596237,6475282,2693.794,2695.796,2.002,2695.796,111,1,England,L,PA,118,10,5,1,2
3846,6596262,6475304,2705.606,2706.673,1.067,2706.673,111,1,England,L,PA,118,10,5,1,0
3846,6596275,6475318,2708.609,2710.110,1.501,2710.110,111,1,England,L,PA,10,16,5,1,2
3846,6596282,6475324,2711.478,2711.478,0.000,2711.478,111,1,England,L,PA,16,10,5,1,3
3846,6596290,6475333,2712.679,2717.718,5.039,2717.718,111,1,England,L,PA,10,118,5,1,3
3846,6596882,6475916,2762.763,2762.763,0.000,2762.763,113,1,England,L,PA,4677,,2,0,3
3846,6596403,6475443,2778.445,2778.445,0.000,2778.445,114,1,England,L,PA,47,118,5,1,2
3846,6596414,6475452,2779.613,2780.714,1.101,2780.714,114,1,England,L,PA,118,4677,5,1,2
3846,6596421,6475458,2781.548,2783.917,2.369,2783.917,114,1,England,L,PA,4677,10,5,1,1
3846,6596429,6475466,2785.419,2787.554,2.135,2787.554,114,1,England,L,PA,10,16,5,1,1
3846,6596435,6475471,2788.488,2788.488,0.000,2788.488,114,1,England,L,PA,16,265,5,1,3
3846,6596440,6475476,2789.056,2789.056,0.000,2789.056,114,1,England,L,PA,265,16,5,1,0
3846,6596444,6475481,2789.823,2790.958,1.135,2790.958,114,1,England,L,PA,16,21,5,1,1
3846,6596448,6475486,2792.092,2792.960,0.868,2792.960,114,1,England,L,PA,21,16,5,1,1
3846,6596452,6475489,2794.061,2794.061,0.000,2794.061,114,1,England,L,PA,16,1,5,1,2
3846,6596462,6475498,2795.529,2796.797,1.268,2796.797,114,1,England,L,PA,1,265,5,1,3
3846,6596465,6475501,2797.698,2797.698,0.000,2797.698,114,1,England,L,PA,265,123,5,1,0
3846,6596472,6475509,2800.434,2802.536,2.102,2802.536,114,1,England,L,PA,123,4677,5,1,2
3846,6596479,6475516,2803.704,2805.672,1.968,2805.672,114,1,England,L,PA,4677,1,5,1,1
3846,6596492,6475532,2809.042,2809.042,0.000,2809.042,114,1,England,L,PA,265,136,5,1,1
3846,6596500,6475542,2810.077,2812.346,2.269,2812.346,114,1,England,L,PA,136,4677,5,1,1
3846,6596542,6475582,2842.809,2842.809,0.000,2842.809,115,1,England,L,PA,136,,1,2,3
3846,6596608,6475646,2850.884,2850.884,0.000,2850.884,117,1,England,L,PA,4677,16,5,1,3
3846,6596618,6475656,2853.587,2854.454,0.867,2854.454,117,1,England,L,PA,16,118,5,1,1
3846,6596632,6475670,2855.622,2857.724,2.102,2857.724,117,1,England,L,PA,118,16,5,1,3
3846,6596647,6475688,2858.625,2861.929,3.304,2861.929,117,1,England,L,PA,16,4677,5,1,1
3846,6596654,6475696,2863.096,2863.964,0.868,2863.964,117,1,England,L,PA,4677,10,5,1,2
3846,6596663,6475707,2865.699,2868.302,2.603,2868.302,117,1,England,L,PA,10,123,5,1,1
3846,6596673,6475717,2869.303,2873.574,4.271,2873.574,117,1,England,L,PA,123,10,5,1,1
3846,6596678,6475720,2874.308,2876.310,2.002,2876.310,117,1,England,L,PA,10,,4,2,2
3846,6596748,6475786,2904.404,2904.404,0.000,2904.404,119,1,England,L,PA,265,136,5,1,3
3846,6596752,6475794,2906.106,2907.241,1.135,2907.241,119,1,England,L,PA,136,123,5,1,3
3846,6596763,6475800,2909.643,2909.643,0.000,2909.643,119,1,England,L,PA,123,1,5,1,1
3846,6596773,6475808,2910.444,2914.081,3.637,2914.081,119,1,England,L,PA,1,136,5,1,1
3846,6596780,6475814,2915.349,2915.349,0.000,2915.349,119,1,England,L,PA,136,,5,2,2
3846,6596894,6475925,2965.465,2965.465,0.000,2965.465,122,1,England,L,PA,16,,5,2,3
3846,6596927,6475956,2985.219,2985.219,0.000,2985.219,124,1,England,L,PA,16,,1,2,3
3846,6596951,6475981,2992.726,2995.662,2.936,2995.662,126,1,England,L,PA,47,1,5,1,2
3846,6596956,6475988,2996.763,2998.799,2.036,2998.799,126,1,England,L,PA,1,4677,5,1,3
3846,6596962,6475996,2999.399,3000.534,1.135,3000.534,126,1,England,L,PA,4677,123,6,1,3
3846,6596969,6476004,3001.935,3001.935,0.000,3001.935,126,1,England,L,PA,123,,5,2,1
3846,6596992,6476027,3009.142,3009.142,0.000,3009.142,128,1,England,L,PA,123,1,5,1,3
3846,6597178,6476215,3106.907,3106.907,0.000,3106.907,132,1,England,L,PA,118,,2,0,3
3846,6595408,6474471,3239.840,3239.840,0.000,3239.840,136,2,England,R,PA,4677,10,5,1,2
3846,6595413,6474476,3241.141,3244.845,3.704,3244.845,136,2,England,R,PA,10,265,5,1,2
3846,6595419,6474483,3245.979,3247.514,1.535,3247.514,136,2,England,R,PA,265,123,5,1,3
3846,6595423,6474488,3248.815,3250.450,1.635,3250.450,136,2,England,R,PA,123,118,5,1,0
3846,6595426,6474492,3252.052,3258.926,6.874,3258.926,136,2,England,R,PA,118,10,5,1,2
3846,6595428,6474494,3260.794,3262.029,1.235,3262.029,136,2,England,R,PA,10,16,5,1,3
3846,6595429,6474495,3263.697,3263.697,0.000,3263.697,136,2,England,R,PA,16,169,5,1,2
3846,6595434,6474500,3266.366,3266.366,0.000,3266.366,136,2,England,R,PA,169,16,5,1,2
3846,6595438,6474503,3268.468,3269.703,1.235,3269.703,136,2,England,R,PA,16,265,5,1,1
3846,6595444,6474510,3270.504,3270.504,0.000,3270.504,136,2,England,R,PA,265,136,5,1,2
3846,6595464,6474532,3277.678,3277.678,0.000,3277.678,138,2,England,R,PA,265,,5,2,2
3846,6595477,6474549,3279.880,3281.882,2.002,3281.882,140,2,England,R,PA,136,47,5,1,2
3846,6595482,6474552,3284.284,3284.284,0.000,3284.284,140,2,England,R,PA,47,136,6,1,3
3846,6595493,6474564,3295.128,3295.128,0.000,3295.128,142,2,England,R,PA,265,4677,5,1,2
3846,6595494,6474565,3295.996,3295.996,0.000,3295.996,142,2,England,R,PA,4677,123,5,1,3
3846,6595497,6474568,3299.433,3299.433,0.000,3299.433,142,2,England,R,PA,123,21,5,1,3
3846,6595500,6474571,3300.601,3300.601,0.000,3300.601,142,2,England,R,PA,21,123,5,1,3
3846,6595507,6474577,3302.202,3302.202,0.000,3302.202,142,2,England,R,PA,123,4677,5,1,2
3846,6595510,6474581,3303.070,3306.106,3.036,3306.106,142,2,England,R,PA,4677,123,5,1,2
3846,6595517,6474588,3310.711,3311.912,1.201,3311.912,142,2,England,R,PA,265,21,5,1,2
3846,6595521,6474592,3313.046,3315.716,2.670,3315.716,142,2,England,R,PA,21,123,5,1,1
3846,6595564,6474632,3353.854,3353.854,0.000,3353.854,144,2,England,R,PA,169,118,5,1,2
3846,6595570,6474638,3355.656,3360.127,4.471,3360.127,144,2,England,R,PA,118,47,5,1,2
3846,6595573,6474641,3361.328,3364.031,2.703,3364.031,144,2,England,R,PA,47,118,5,1,3
3846,6595578,6474645,3365.199,3366.466,1.267,3366.466,144,2,England,R,PA,118,123,5,1,2
3846,6595582,6474649,3367.868,3370.003,2.135,3370.003,144,2,England,R,PA,123,118,5,1,1
3846,6595584,6474651,3371.471,3373.874,2.403,3373.874,144,2,England,R,PA,118,4677,5,1,2
3846,6595591,6474657,3375.943,3380.080,4.137,3380.080,144,2,England,R,PA,4677,123,5,1,2
3846,6595592,6474658,3381.081,3381.949,0.868,3381.949,144,2,England,R,PA,123,4677,5,1,2
3846,6595593,6474659,3382.749,3382.749,0.000,3382.749,144,2,England,R,PA,4677,123,5,1,2
3846,6595595,6474661,3383.784,3384.651,0.867,3384.651,144,2,England,R,PA,123,118,5,1,2
3846,6595597,6474663,3386.053,3388.222,2.169,3388.222,144,2,England,R,PA,118,,4,2,2
3846,6595609,6474675,3392.559,3392.559,0.000,3392.559,146,2,England,R,PA,16,47,5,1,2
3846,6595614,6474680,3393.193,3396.296,3.103,3396.296,146,2,England,R,PA,47,136,5,1,2
3846,6595617,6474683,3397.030,3397.030,0.000,3397.030,146,2,England,R,PA,136,16,5,1,2
